,id,words,labels
7798,369,or,O
7799,369,thursdays,O
7800,370,in,O
7801,370,fact,O
7802,370,i,O
7803,370,would,O
7804,370,say,O
7805,370,the,O
7806,370,coasters,O
7807,370,alone,O
7808,370,can,O
7809,370,almost,O
7810,370,make,O
7811,370,it,O
7812,370,worth,B_INC
7813,370,the,INC
7814,370,price,INC
7815,371,on,O
7816,371,those,O
7817,371,two,O
7818,371,theyre,O
7819,371,both,O
7820,371,frequently,B_EXC
7821,371,crowded,EXC
7822,372,not,O
7823,372,like,O
7824,372,they,O
7825,372,arent,O
7826,372,fun,O
7827,372,or,O
7828,372,anything,O
7829,372,but,O
7830,372,if,B_EXC
7831,372,youre,EXC
7832,372,claustrophobic,EXC
7833,372,they,EXC
7834,372,might,EXC
7835,372,not,EXC
7836,372,be,EXC
7837,372,very,EXC
7838,372,awesome,EXC
7839,372,to,O
7840,372,you,O
7841,373,the,O
7842,373,rides,O
7843,373,unfortunately,O
7844,373,suffer,O
7845,373,the,O
7846,373,same,O
7847,373,fate,O
7848,373,as,O
7849,373,the,O
7850,373,dry,O
7851,373,rides,O
7852,373,of,B_EXC
7853,373,very,EXC
7854,373,long,EXC
7855,373,lines,EXC
7856,374,the,O
7857,374,food,B_EXC
7858,374,is,EXC
7859,374,really,EXC
7860,374,nothing,EXC
7861,374,special,EXC
7862,374,here,EXC
7863,375,their,O
7864,375,pizza,O
7865,375,isnt,O
7866,375,half,O
7867,375,bad,O
7868,375,though,O
7869,375,again,O
7870,375,very,B_EXC
7871,375,expensive,EXC
7872,376,just,B_EXC
7873,376,be,EXC
7874,376,prepared,EXC
7875,376,for,EXC
7876,376,the,EXC
7877,376,amount,EXC
7878,376,of,EXC
7879,376,money,EXC
7880,376,it,EXC
7881,376,will,EXC
7882,376,cost,EXC
7883,376,you,EXC
7884,376,or,O
7885,376,otherwise,O
7886,376,bring,O
7887,376,food,O
7888,376,with,O
7889,376,you,O
7890,376,not,O
7891,376,into,O
7892,376,the,O
7893,376,park,O
7894,377,this,O
7895,377,is,O
7896,377,okay,O
7897,377,if,B_EXC
7898,377,it,EXC
7899,377,is,EXC
7900,377,not,EXC
7901,377,crowded,EXC
7902,378,i,O
7903,378,visited,O
7904,378,yesterday,O
7905,378,with,O
7906,378,my,B_INC
7907,378,5,INC
7908,378,year,INC
7909,378,old,INC
7910,378,daughter,INC
7911,379,as,O
7912,379,a,O
7913,379,one,O
7914,379,off,O
7915,379,treat,O
7916,379,is,B_INC
7917,379,expensive,INC
7918,379,i,INC
7919,379,think,O
7920,379,this,O
7921,379,was,O
7922,379,worth,O
7923,379,it,O
7924,380,if,O
7925,380,she,O
7926,380,had,O
7927,380,been,O
7928,380,younger,O
7929,380,still,O
7930,380,peppa,O
7931,380,pig,O
7932,380,obsessed,O
7933,380,and,O
7934,380,shorter,O
7935,380,we,O
7936,380,may,O
7937,380,have,O
7938,380,needed,O
7939,380,to,O
7940,380,stay,O
7941,380,in,O
7942,380,peppa,O
7943,380,pig,O
7944,380,world,O
7945,380,and,O
7946,380,i,O
7947,380,suspect,O
7948,380,this,O
7949,380,would,O
7950,380,have,O
7951,380,made,O
7952,380,it,O
7953,380,a,O
7954,380,very,O
7955,380,different,O
7956,380,day,O
7957,380,battling,B_EXC
7958,380,long,EXC
7959,380,queues,EXC
7960,380,and,EXC
7961,380,crowds,EXC
7962,380,etc,O
7963,381,the,O
7964,381,park,B_INC
7965,381,is,INC
7966,381,so,INC
7967,381,clean,INC
7968,381,and,O
7969,381,the,O
7970,381,planting,O
7971,381,is,O
7972,381,beautiful,O
7973,382,although,O
7974,382,the,O
7975,382,views,O
7976,382,are,O
7977,382,great,O
7978,382,get,O
7979,382,there,O
7980,382,early,O
7981,382,as,O
7982,382,parking,B_EXC
7983,382,is,EXC
7984,382,difficult,EXC
7985,382,to,EXC
7986,382,obtain,EXC
7987,383,definitely,O
7988,383,not,B_EXC
7989,383,handicap,EXC
7990,383,accessible,EXC
7991,384,beach,O
7992,384,can,B_EXC
7993,384,get,EXC
7994,384,crowded,EXC
7995,385,there,O
7996,385,are,O
7997,385,trails,O
7998,385,for,O
7999,385,everyone,O
8000,385,including,B_INC
8001,385,the,INC
8002,385,disabled,INC
8003,386,it,O
8004,386,is,O
8005,386,entirely,O
8006,386,focused,B_INC
8007,386,on,INC
8008,386,younger,INC
8009,386,visitors,INC
8010,386,however,O
8011,387,so,O
8012,387,great,B_INC
8013,387,for,INC
8014,387,families,INC
8015,388,and,O
8016,388,be,O
8017,388,prepared,B_EXC
8018,388,to,EXC
8019,388,spend,EXC
8020,388,40,EXC
8021,388,for,EXC
8022,388,this,O
8023,388,pleasure,O
8024,389,we,O
8025,389,arrived,O
8026,389,early,O
8027,389,and,O
8028,389,there,B_INC
8029,389,were,INC
8030,389,no,INC
8031,389,crowds,INC
8032,390,london,O
8033,390,pass,O
8034,390,gets,O
8035,390,you,O
8036,390,access,O
8037,390,but,O
8038,390,you,O
8039,390,still,O
8040,390,have,B_EXC
8041,390,to,EXC
8042,390,wait,EXC
8043,390,in,EXC
8044,390,line,EXC
8045,391,we,O
8046,391,did,O
8047,391,this,O
8048,391,ourselves,O
8049,391,and,O
8050,391,watched,B_EXC
8051,391,families,EXC
8052,391,with,EXC
8053,391,small,EXC
8054,391,children,EXC
8055,391,and,EXC
8056,391,elderly,EXC
8057,391,expected,EXC
8058,391,to,EXC
8059,391,do,EXC
8060,391,this,EXC
8061,391,as,O
8062,391,well,O
8063,392,the,O
8064,392,old,O
8065,392,town,O
8066,392,is,O
8067,392,stunning,O
8068,392,great,B_INC
8069,392,food,INC
8070,392,and,O
8071,392,very,O
8072,392,friendly,O
8073,392,people,O
8074,392,loved,O
8075,392,it,O
8076,393,it,O
8077,393,is,O
8078,393,scenic,O
8079,393,and,O
8080,393,informative,O
8081,393,but,O
8082,393,like,O
8083,393,most,O
8084,393,of,O
8085,393,the,O
8086,393,activities,B_EXC
8087,393,is,EXC
8088,393,a,EXC
8089,393,bit,EXC
8090,393,expensive,EXC
8091,393,for,EXC
8092,393,what,O
8093,393,you,O
8094,393,get,O
8095,393,this,O
8096,393,is,O
8097,393,probably,O
8098,393,due,O
8099,393,to,O
8100,393,the,O
8101,393,exchange,O
8102,393,rates,O
8103,393,at,O
8104,393,the,O
8105,393,moment,O
8106,393,but,O
8107,393,worth,O
8108,393,taking,O
8109,393,into,O
8110,393,account,O
8111,393,if,O
8112,393,you,O
8113,393,are,O
8114,393,planning,O
8115,393,a,O
8116,393,trip,O
8117,393,to,O
8118,393,canada,O
8119,393,soon,O
8120,394,loads,O
8121,394,of,O
8122,394,gravelled,O
8123,394,paths,O
8124,394,to,O
8125,394,walk,O
8126,394,and,O
8127,394,easy,B_INC
8128,394,disabled,INC
8129,394,access,INC
8130,395,fantastic,O
8131,395,myself,B_INC
8132,395,and,INC
8133,395,4,INC
8134,395,friends,INC
8135,395,went,INC
8136,395,as,O
8137,395,we,O
8138,395,are,O
8139,395,looking,O
8140,395,to,O
8141,395,get,O
8142,395,into,O
8143,395,fell,O
8144,395,walking,O
8145,395,really,O
8146,395,nice,O
8147,395,one,O
8148,395,to,O
8149,395,start,O
8150,395,us,O
8151,395,off,O
8152,395,we,O
8153,395,took,O
8154,395,the,O
8155,395,long,O
8156,395,way,O
8157,395,up,O
8158,395,and,O
8159,395,the,O
8160,395,long,O
8161,395,way,O
8162,395,down,O
8163,395,to,O
8164,395,get,O
8165,395,a,O
8166,395,great,O
8167,395,feel,O
8168,395,for,O
8169,395,it,O
8170,396,excellent,O
8171,396,venue,O
8172,396,for,B_INC
8173,396,a,INC
8174,396,couple,INC
8175,396,or,O
8176,396,older,B_INC
8177,396,children,INC
8178,397,heavy,O
8179,397,rock,O
8180,397,road,O
8181,397,and,O
8182,397,cobblestone,O
8183,397,make,O
8184,397,this,O
8185,397,a,O
8186,397,terrible,B_EXC
8187,397,area,EXC
8188,397,for,EXC
8189,397,bikes,EXC
8190,397,strollers,EXC
8191,397,,EXC
8192,397,wheel,EXC
8193,397,chairs,EXC
8194,397,or,EXC
8195,397,walkers,EXC
8196,398,the,O
8197,398,gardens,O
8198,398,are,O
8199,398,beautifully,O
8200,398,laid,O
8201,398,out,O
8202,398,and,O
8203,398,easy,O
8204,398,to,O
8205,398,navigate,O
8206,398,with,O
8207,398,sloping,O
8208,398,walks,O
8209,398,and,O
8210,398,plenty,O
8211,398,of,O
8212,398,interesting,O
8213,398,things,O
8214,398,to,O
8215,398,see,O
8216,398,without,B_INC
8217,398,it,INC
8218,398,feeling,INC
8219,398,overcrowded,INC
8220,398,or,O
8221,398,like,O
8222,398,a,O
8223,398,theme,O
8224,398,park,O
8225,399,with,B_INC
8226,399,play,INC
8227,399,areas,INC
8228,399,for,INC
8229,399,children,INC
8230,399,and,O
8231,399,a,O
8232,399,relaxed,O
8233,399,atmosphere,O
8234,399,everywhere,O
8235,399,this,O
8236,399,was,O
8237,399,a,O
8238,399,perfect,O
8239,399,day,O
8240,399,out,O
8241,400,i,O
8242,400,thought,O
8243,400,the,O
8244,400,price,O
8245,400,32,O
8246,400,with,O
8247,400,discount,O
8248,400,was,O
8249,400,steep,B_INC
8250,400,for,INC
8251,400,an,INC
8252,400,hour,INC
8253,400,tour,INC
8254,401,there,O
8255,401,are,O
8256,401,housing,O
8257,401,projects,O
8258,401,in,O
8259,401,front,O
8260,401,of,O
8261,401,the,O
8262,401,jail,O
8263,401,and,O
8264,401,we,O
8265,401,were,O
8266,401,concerned,B_EXC
8267,401,about,EXC
8268,401,parking,EXC
8269,401,there,O
8270,401,at,O
8271,401,night,O
8272,402,however,O
8273,402,even,O
8274,402,though,O
8275,402,we,O
8276,402,arrived,O
8277,402,via,O
8278,402,the,O
8279,402,park,O
8280,402,,O
8281,402,ride,O
8282,402,at,O
8283,402,the,O
8284,402,wrong,O
8285,402,gate,O
8286,402,our,O
8287,402,fault,O
8288,402,we,O
8289,402,were,O
8290,402,soon,O
8291,402,escorted,O
8292,402,personally,O
8293,402,through,O
8294,402,the,O
8295,402,building,O
8296,402,and,O
8297,402,into,O
8298,402,the,O
8299,402,appropriate,O
8300,402,lift,O
8301,402,by,O
8302,402,a,O
8303,402,disability,O
8304,402,steward,O
8305,402,who,O
8306,402,took,O
8307,402,us,O
8308,402,straight,B_INC
8309,402,to,INC
8310,402,our,INC
8311,402,designated,INC
8312,402,disabilty,INC
8313,402,balcony,INC
8314,403,however,O
8315,403,as,O
8316,403,is,O
8317,403,common,O
8318,403,at,O
8319,403,such,O
8320,403,events,O
8321,403,i,O
8322,403,was,O
8323,403,seated,B_EXC
8324,403,in,EXC
8325,403,my,EXC
8326,403,own,EXC
8327,403,wheelchair,EXC
8328,403,afront,EXC
8329,403,a,EXC
8330,403,few,EXC
8331,403,inebriated,EXC
8332,403,attendees,EXC
8333,403,,EXC
8334,403,clearly,O
8335,403,the,O
8336,403,worse,O
8337,403,for,O
8338,403,wear,O
8339,404,very,B_EXC
8340,404,clean,EXC
8341,404,and,O
8342,404,packed,O
8343,404,full,O
8344,404,of,O
8345,404,worthwhile,O
8346,404,info,O
8347,404,so,O
8348,404,visit,O
8349,404,the,O
8350,404,visitor,O
8351,404,centre,O
8352,404,even,O
8353,404,if,O
8354,404,just,O
8355,404,to,O
8356,404,use,O
8357,404,the,O
8358,404,lovely,O
8359,404,toilets,O
8360,404,fully,B_INC
8361,404,wheelchair,INC
8362,404,friendly,INC
8363,404,which,O
8364,404,is,O
8365,404,great,O
8366,405,and,O
8367,405,my,O
8368,405,19,B_INC
8369,405,yr,INC
8370,405,old,INC
8371,405,and,INC
8372,405,her,INC
8373,405,boyfriend,INC
8374,406,i,O
8375,406,had,O
8376,406,a,O
8377,406,good,O
8378,406,time,O
8379,406,on,O
8380,406,some,O
8381,406,of,O
8382,406,the,O
8383,406,stuff,O
8384,406,toowarning,O
8385,406,claustrophobics,B_EXC
8386,406,beware,EXC
8387,407,be,O
8388,407,warned,O
8389,407,we,O
8390,407,went,O
8391,407,in,O
8392,407,low,O
8393,407,season,O
8394,407,and,O
8395,407,it,O
8396,407,was,O
8397,407,still,B_EXC
8398,407,very,EXC
8399,407,busy,EXC
8400,407,and,O
8401,407,incredibly,O
8402,407,hot,O
8403,408,note,O
8404,408,that,O
8405,408,then,O
8406,408,there,O
8407,408,are,O
8408,408,also,O
8409,408,a,O
8410,408,lot,O
8411,408,of,O
8412,408,big,B_INC
8413,408,summer,INC
8414,408,camp,INC
8415,408,groups,INC
8416,408,because,O
8417,408,they,O
8418,408,want,O
8419,408,to,O
8420,408,save,O
8421,408,money,O
8422,408,too,O
8423,408,,O
8424,409,id,O
8425,409,expected,O
8426,409,claustrophobic,B_INC
8427,409,crowds,INC
8428,409,likelihood,O
8429,409,of,O
8430,409,losing,O
8431,409,my,O
8432,409,friends,O
8433,409,etc,O
8434,410,,O
8435,410,but,B_INC
8436,410,not,INC
8437,410,at,INC
8438,410,all,INC
8439,410,it,O
8440,410,was,O
8441,410,very,O
8442,410,well,O
8443,410,spaced,O
8444,410,and,O
8445,410,organised,O
8446,411,then,O
8447,411,you,O
8448,411,could,O
8449,411,get,O
8450,411,off,O
8451,411,the,O
8452,411,taxi,O
8453,411,downtown,O
8454,411,go,O
8455,411,to,O
8456,411,the,O
8457,411,museum,O
8458,411,oh,O
8459,411,this,O
8460,411,was,O
8461,411,so,O
8462,411,fun,O
8463,411,and,O
8464,411,children,B_INC
8465,411,friendly,INC
8466,411,and,O
8467,411,handicapped,B_INC
8468,411,friendly,INC
8469,412,enjoyed,B_INC
8470,412,our,INC
8471,412,meal,INC
8472,412,in,O
8473,412,the,O
8474,412,resteraunt,O
8475,412,aswell,O
8476,412,lovely,O
8477,412,salmon,O
8478,413,this,O
8479,413,is,O
8480,413,really,B_EXC
8481,413,expensive,EXC
8482,413,to,O
8483,413,do,O
8484,414,no,B_INC
8485,414,trouble,INC
8486,414,finding,INC
8487,414,parking,INC
8488,414,crowds,O
8489,414,were,O
8490,414,sufficient,O
8491,414,to,O
8492,414,be,O
8493,414,reassuring,O
8494,414,that,O
8495,414,we,O
8496,414,would,O
8497,414,make,O
8498,414,it,O
8499,414,up,O
8500,414,and,O
8501,414,back,O
8502,414,but,O
8503,414,not,O
8504,414,problematic,O
8505,414,and,O
8506,414,everyone,O
8507,414,was,O
8508,414,super,O
8509,414,friendly,O
8510,415,getting,O
8511,415,into,O
8512,415,the,O
8513,415,theater,O
8514,415,is,O
8515,415,a,O
8516,415,little,B_EXC
8517,415,crowded,EXC
8518,415,as,O
8519,415,people,O
8520,415,try,O
8521,415,to,O
8522,415,squeeze,O
8523,415,through,O
8524,415,the,O
8525,415,doors,O
8526,415,and,O
8527,415,then,O
8528,415,up,O
8529,415,the,O
8530,415,stairs,O
8531,416,might,O
8532,416,be,O
8533,416,a,O
8534,416,little,O
8535,416,hard,O
8536,416,if,O
8537,416,youre,B_EXC
8538,416,claustrophobic,EXC
8539,416,the,O
8540,416,seats,O
8541,416,have,O
8542,416,enough,O
8543,416,leg,O
8544,416,room,O
8545,416,and,O
8546,416,i,O
8547,416,felt,O
8548,416,i,O
8549,416,had,O
8550,416,enough,O
8551,416,space,O
8552,417,the,B_EXC
8553,417,long,EXC
8554,417,long,EXC
8555,417,wait,EXC
8556,417,in,O
8557,417,the,O
8558,417,heat,O
8559,417,for,O
8560,417,this,O
8561,417,popular,O
8562,417,ride,O
8563,417,was,O
8564,417,to,O
8565,417,be,O
8566,417,expected,O
8567,417,but,O
8568,417,the,O
8569,417,extra,O
8570,417,one,O
8571,417,and,O
8572,417,a,O
8573,417,half,O
8574,417,hours,O
8575,417,we,O
8576,417,spent,O
8577,417,u2018stuck,O
8578,417,in,O
8579,417,a,O
8580,417,dimly,O
8581,417,lit,O
8582,417,tunnel,O
8583,417,with,O
8584,417,no,O
8585,417,water,O
8586,417,or,O
8587,417,fans,O
8588,417,when,O
8589,417,the,O
8590,417,ride,O
8591,417,was,O
8592,417,u2018delayed,O
8593,417,was,O
8594,417,awful,O
8595,418,although,O
8596,418,the,O
8597,418,ride,O
8598,418,was,O
8599,418,great,O
8600,418,it,O
8601,418,wasnt,O
8602,418,worth,O
8603,418,the,O
8604,418,stress,O
8605,418,of,O
8606,418,feeling,O
8607,418,faint,O
8608,418,and,O
8609,418,claustrophobic,B_EXC
8610,419,was,O
8611,419,amazed,O
8612,419,at,O
8613,419,the,O
8614,419,extent,B_INC
8615,419,of,INC
8616,419,parking,INC
8617,419,provided,O
8618,419,at,O
8619,419,this,O
8620,419,extensive,O
8621,419,beach,O
8622,419,venue,O
8623,420,with,B_EXC
8624,420,long,EXC
8625,420,lines,EXC
8626,420,everywhere,O
8627,420,and,O
8628,420,not,O
8629,420,yet,O
8630,420,having,O
8631,420,had,O
8632,420,breakfast,O
8633,420,we,O
8634,420,left,O
8635,420,hs,O
8636,420,and,O
8637,420,hopped,O
8638,420,on,O
8639,420,to,O
8640,420,the,O
8641,420,slick,O
8642,420,new,O
8643,420,sky,O
8644,420,tram,O
8645,420,and,O
8646,420,traveled,O
8647,420,over,O
8648,420,to,O
8649,420,the,O
8650,420,nearby,O
8651,420,pop,O
8652,420,century,O
8653,420,resort,O
8654,420,for,O
8655,420,a,O
8656,420,food,O
8657,420,court,O
8658,420,meal,O
8659,421,thank,O
8660,421,goodness,O
8661,421,we,O
8662,421,werent,O
8663,421,trapped,O
8664,421,further,O
8665,421,back,O
8666,421,in,O
8667,421,the,O
8668,421,narrow,O
8669,421,passageway,O
8670,421,where,O
8671,421,even,O
8672,421,the,O
8673,421,mildly,B_EXC
8674,421,claustrophobic,EXC
8675,421,would,O
8676,421,be,O
8677,421,challenged,O
8678,421,to,O
8679,421,remain,O
8680,421,calm,O
8681,422,he,B_INC
8682,422,is,INC
8683,422,a,INC
8684,422,teenager,INC
8685,422,and,INC
8686,422,he,O
8687,422,wants,O
8688,422,to,O
8689,422,come,O
8690,422,back,O
8691,422,to,O
8692,422,help,O
8693,422,out,O
8694,422,one,O
8695,422,day,O
8696,422,and,O
8697,422,sondo,O
8698,422,i,O
8699,423,we,O
8700,423,visited,O
8701,423,legoland,O
8702,423,again,O
8703,423,with,O
8704,423,the,O
8705,423,kids,B_INC
8706,423,because,INC
8707,423,they,INC
8708,423,love,INC
8709,423,it,INC
8710,423,there,O
8711,423,age,O
8712,423,5,O
8713,423,,O
8714,423,7,O
8715,423,however,O
8716,423,as,B_EXC
8717,423,adults,EXC
8718,423,it,EXC
8719,423,really,EXC
8720,423,isnt,EXC
8721,423,our,EXC
8722,423,favourite,EXC
8723,423,theme,O
8724,423,park,O
8725,424,queues,B_EXC
8726,424,were,EXC
8727,424,pretty,EXC
8728,424,horrific,EXC
8729,424,both,O
8730,424,days,O
8731,424,and,O
8732,424,this,O
8733,424,was,O
8734,424,before,O
8735,424,the,O
8736,424,summer,O
8737,424,holidays,O
8738,425,there,O
8739,425,are,O
8740,425,no,O
8741,425,rules,O
8742,425,on,O
8743,425,the,O
8744,425,trail,O
8745,425,no,O
8746,425,guidelines,O
8747,425,and,O
8748,425,the,O
8749,425,shoulder,O
8750,425,to,O
8751,425,shoulder,O
8752,425,walking,O
8753,425,in,O
8754,425,some,O
8755,425,places,O
8756,425,was,B_EXC
8757,425,claustrophobic,EXC
8758,426,try,O
8759,426,a,O
8760,426,weekday,O
8761,426,and,O
8762,426,avoid,B_EXC
8763,426,holiday,EXC
8764,426,weekends,EXC
8765,427,buy,O
8766,427,the,O
8767,427,tickets,O
8768,427,in,O
8769,427,advance,O
8770,427,from,O
8771,427,the,O
8772,427,genuine,O
8773,427,website,O
8774,427,the,O
8775,427,ques,B_EXC
8776,427,to,EXC
8777,427,buy,EXC
8778,427,tickets,EXC
8779,427,was,EXC
8780,427,huge,EXC
8781,427,and,O
8782,427,a,O
8783,427,number,O
8784,427,of,O
8785,427,people,O
8786,427,had,O
8787,427,bought,O
8788,427,from,O
8789,427,no,O
8790,427,genuine,O
8791,427,websites,O
8792,427,and,O
8793,427,were,O
8794,427,refused,O
8795,427,entry,O
8796,428,however,O
8797,428,apart,O
8798,428,from,O
8799,428,very,O
8800,428,early,O
8801,428,in,O
8802,428,the,O
8803,428,morning,O
8804,428,when,O
8805,428,you,O
8806,428,shared,O
8807,428,the,O
8808,428,place,O
8809,428,with,O
8810,428,the,O
8811,428,bin,O
8812,428,men,O
8813,428,and,O
8814,428,very,O
8815,428,late,O
8816,428,at,O
8817,428,night,O
8818,428,it,B_EXC
8819,428,was,EXC
8820,428,very,EXC
8821,428,claustrophobic,EXC
8822,428,and,O
8823,428,difficult,O
8824,428,to,O
8825,428,get,O
8826,428,around,O
8827,429,be,O
8828,429,sure,O
8829,429,to,O
8830,429,bring,O
8831,429,a,O
8832,429,jacket,O
8833,429,,O
8834,429,its,O
8835,429,cold,O
8836,429,up,O
8837,429,there,O
8838,429,,O
8839,429,we,O
8840,429,also,O
8841,429,ate,O
8842,429,lunch,O
8843,429,at,O
8844,429,the,O
8845,429,restaurant,O
8846,429,there,O
8847,429,at,O
8848,429,the,O
8849,429,bottom,O
8850,429,and,B_INC
8851,429,it,INC
8852,429,was,INC
8853,429,really,INC
8854,430,we,O
8855,430,saw,O
8856,430,this,O
8857,430,show,O
8858,430,at,O
8859,430,930pm,B_EXC
8860,430,the,EXC
8861,430,night,EXC
8862,430,we,EXC
8863,430,arrived,EXC
8864,430,and,EXC
8865,430,found,EXC
8866,430,ourselves,EXC
8867,430,very,EXC
8868,430,exhausted,EXC
8869,430,because,O
8870,430,it,O
8871,430,was,O
8872,430,midnight,O
8873,430,at,O
8874,430,home,O
8875,431,we,O
8876,431,went,O
8877,431,with,O
8878,431,children,O
8879,431,and,O
8880,431,they,B_INC
8881,431,were,INC
8882,431,so,INC
8883,431,engaged,INC
8884,431,the,INC
8885,431,whole,INC
8886,431,time,INC
8887,432,absolutely,O
8888,432,loved,O
8889,432,it,O
8890,432,and,O
8891,432,would,B_INC
8892,432,do,INC
8893,432,it,INC
8894,432,again,INC
8895,432,with,INC
8896,432,kids,INC
8897,433,my,O
8898,433,husband,O
8899,433,and,O
8900,433,i,O
8901,433,ate,O
8902,433,at,O
8903,433,the,O
8904,433,hard,O
8905,433,rock,O
8906,433,cafe,O
8907,433,,O
8908,433,and,O
8909,433,we,O
8910,433,both,O
8911,433,had,O
8912,433,the,O
8913,433,legend,O
8914,433,burger,O
8915,433,and,O
8916,433,onion,O
8917,433,rings,B_INC
8918,433,everything,INC
8919,433,was,INC
8920,433,delicious,O
8921,433,we,O
8922,433,know,O
8923,433,where,O
8924,433,to,O
8925,433,go,O
8926,433,for,O
8927,433,a,O
8928,433,good,O
8929,434,go,O
8930,434,early,O
8931,434,in,B_INC
8932,434,the,INC
8933,434,day,INC
8934,434,before,INC
8935,434,it,INC
8936,434,gets,INC
8937,434,busy,INC
8938,435,at,B_INC
8939,435,the,O
8940,435,end,O
8941,435,of,O
8942,435,the,O
8943,435,day,O
8944,435,the,O
8945,435,monkeys,O
8946,435,are,O
8947,435,not,O
8948,435,quite,O
8949,435,so,O
8950,435,receptive,O
8951,435,of,O
8952,435,visitors,O
8953,436,food,B_EXC
8954,436,was,EXC
8955,436,lukewarm,EXC
8956,436,and,EXC
8957,436,below,EXC
8958,436,average,EXC
8959,437,a,O
8960,437,visit,O
8961,437,here,O
8962,437,may,O
8963,437,be,O
8964,437,best,B_INC
8965,437,a,INC
8966,437,little,INC
8967,437,early,INC
8968,437,in,INC
8969,437,the,INC
8970,437,morning,INC
8971,437,before,O
8972,437,it,O
8973,437,gets,O
8974,437,too,O
8975,437,hot,O
8976,437,and,O
8977,437,crowded,O
8978,438,not,B_EXC
8979,438,cheap,EXC
8980,438,but,O
8981,438,ticket,O
8982,438,lasts,O
8983,438,all,O
8984,438,day,O
8985,438,for,O
8986,438,those,O
8987,438,wanting,O
8988,438,to,O
8989,438,do,O
8990,438,several,O
8991,438,bike,O
8992,438,trails,O
8993,439,huge,O
8994,439,variety,O
8995,439,of,O
8996,439,interests,O
8997,439,and,O
8998,439,lots,B_INC
8999,439,of,INC
9000,439,interactive,INC
9001,439,things,INC
9002,439,for,INC
9003,439,kids,INC
9004,439,and,INC
9005,439,adults,INC
9006,439,to,O
9007,439,try,O
9008,439,out,O
9009,440,even,O
9010,440,so,O
9011,440,i,O
9012,440,thought,O
9013,440,30euro,O
9014,440,each,O
9015,440,with,O
9016,440,no,B_EXC
9017,440,discount,EXC
9018,440,for,EXC
9019,440,disabled,EXC
9020,440,was,O
9021,440,a,O
9022,440,bit,O
9023,440,steep,O
9024,441,my,B_INC
9025,441,husband,INC
9026,441,and,INC
9027,441,i,INC
9028,441,had,O
9029,441,a,O
9030,441,fantastic,O
9031,441,day,O
9032,441,out,O
9033,441,cruising,O
9034,441,on,O
9035,441,the,O
9036,441,gordon,O
9037,441,river,O
9038,441,aboard,O
9039,441,the,O
9040,441,lady,O
9041,441,jane,O
9042,441,franklin,O
9043,441,ii,O
9044,442,i,O
9045,442,do,O
9046,442,have,O
9047,442,one,O
9048,442,criticism,O
9049,442,and,O
9050,442,that,O
9051,442,is,O
9052,442,the,O
9053,442,building,O
9054,442,is,O
9055,442,too,B_EXC
9056,442,small,EXC
9057,442,for,EXC
9058,442,the,EXC
9059,442,exhibits,EXC
9060,442,plus,EXC
9061,442,a,EXC
9062,442,full,EXC
9063,442,crowd,EXC
9064,442,of,EXC
9065,442,visitors,EXC
9066,443,there,O
9067,443,is,O
9068,443,not,B_EXC
9069,443,enough,EXC
9070,443,space,EXC
9071,443,to,O
9072,443,get,O
9073,443,around,O
9074,443,and,O
9075,443,enjoy,O
9076,443,the,O
9077,443,exhibits,O
9078,443,so,O
9079,443,i,O
9080,443,would,O
9081,443,recommend,O
9082,443,going,O
9083,443,out,O
9084,443,of,O
9085,443,season,O
9086,443,otherwise,O
9087,443,the,O
9088,443,subdued,O
9089,443,lighting,O
9090,443,plus,O
9091,443,a,O
9092,443,mass,O
9093,443,of,O
9094,443,people,O
9095,443,make,B_EXC
9096,443,the,EXC
9097,443,place,EXC
9098,443,claustrophobic,EXC
9099,444,what,O
9100,444,a,O
9101,444,lovely,O
9102,444,place,O
9103,444,immaculately,O
9104,444,maintained,O
9105,444,i,O
9106,444,thought,O
9107,444,the,O
9108,444,entrance,B_INC
9109,444,fee,INC
9110,444,was,INC
9111,444,very,INC
9112,444,reasonable,INC
9113,445,although,O
9114,445,there,B_EXC
9115,445,were,EXC
9116,445,big,EXC
9117,445,queues,EXC
9118,445,for,O
9119,445,food,O
9120,445,iit,O
9121,445,moved,O
9122,445,very,O
9123,445,quickly,O
9124,445,and,O
9125,445,the,O
9126,445,food,B_INC
9127,445,was,INC
9128,445,well,INC
9129,445,priced,INC
9130,445,and,INC
9131,445,very,INC
9132,445,good,INC
9133,446,it,O
9134,446,was,O
9135,446,very,O
9136,446,busy,O
9137,446,but,O
9138,446,still,O
9139,446,felt,O
9140,446,there,O
9141,446,was,O
9142,446,room,O
9143,446,to,O
9144,446,move,O
9145,446,without,B_INC
9146,446,feeling,INC
9147,446,claustrophobic,INC
9148,447,we,O
9149,447,arrived,O
9150,447,at,O
9151,447,the,O
9152,447,ferry,O
9153,447,port,O
9154,447,for,O
9155,447,the,O
9156,447,nye,O
9157,447,years,O
9158,447,mini,O
9159,447,cruise,O
9160,447,and,O
9161,447,had,B_EXC
9162,447,to,EXC
9163,447,queue,EXC
9164,447,for,EXC
9165,447,1,EXC
9166,447,hour,EXC
9167,447,45,EXC
9168,447,mins,EXC
9169,447,to,O
9170,447,board,O
9171,447,the,O
9172,447,boat,O
9173,448,i,O
9174,448,would,O
9175,448,advise,O
9176,448,to,O
9177,448,take,O
9178,448,sea,O
9179,448,sickness,O
9180,448,tablets,O
9181,448,with,O
9182,448,you,O
