sentence_id,sentence,category,type
742,a number of narrow stairways,claustrophobic,E
743,delicious food and drink,food,I
744,the plaza is very crowded,crowd,E
745,i recommend around 6,time/day/month,I
746,30 before 7pm,time/day/month,I
747,good for couples and lovers,couples/family,I
748,it is a very very busy,crowd,E
748,claustrophobic sometimes,claustrophobic,E
749,resort was very clean,hygiene,I
750,food was good and reasonably priced,food,I
751,queues were virtually nonexistent despite,queues,I
751,being a lot of people in the park,crowd,E
752,the place seems wheelchair friendly,handicap,I
753,it was not overcrowded,crowd,I
754,not really for people who have problems with heights or claustrophobia,claustrophobic,E
755,a very expensive day out,price,E
756,layout is quite claustrophobic,price,E
757,so many people,crowd,E
758,want price gauged food loads of people insane slide wait times,queues,E
759,645 in the morning to beat the crowds,time/day/month,I
760,lines were so short,queues,I
761,who suffer from claustrophobia will not like this line,claustrophobic,E
762,very impressed with the food,food,I
763,and clean,hygiene,I
764,we saw no evidence of crowds,crowd,I
765,subway was clean not very crowded,crowd,I
766,minimal lines in the morning,queues,I
767,extra adventure for the kids,age,I
768,saturday night and it was quite busy,time/day/month,E
769,buses are packed,crowd,E
771,still required a person to walk sometimes distances,handicap,E
772,they dont make any accommodations for those with handicaps or limited mobility,handicap,E
773,food was overabundant and delicious,food,I
774,had bad knees or other limited mobility who all wished they had been told the truth,handicap,E
775,my wife is disabled and all the staff were wonderful and extremely helpful throughout,handicap,I
775,all its attractions are disabled friendly,handicap,I
776,typical bad food and slow lines,food,E
777,not too expensive,price,I
778,clean,hygiene,I
779,especially with young children,age,I
780,somethingn for every age child,age,I
780,kids will never get bored,age,I
781,people were just leaving their coffee cups on th picnic tables,hygiene,E
782,many enjoyable places to eat,food,I
783,cheaper than the supermarket,price,I
784,it gets very busy when,crowd,E
785,suitable for wheelchair access,handicap,I
786,thing was greeted by a horrendous mess of poos platters,hygiene,E
787,hairs in shower not ours,hygiene,E
788,food in hotel not a la carte is awful at best,food,E
789,found hairs in my pasta,hygiene,E
790,very crowded,crowd,E
790,miserable claustrophobic,claustrophobic,E
791,felt sorry for the children,age,E
792,da zhong hua restaurant had some of the best sushi,food,E
794,your with a lot of people,crowd,E
795,disabled discount,handicap,I
796,lots of free parking,parking,I
797,fantastic restaurants,food,I
798,preferably for handicapped,handicap,E
799,excellent cheap food,food,I
800,could have been cleaner,hygiene,E
801,ground floor space is cramped,claustrophobic,E
802,there are play areas on each floor,age,I
803,really narrow and cramped,claustrophobic,E
804,narrow and claustrophobic,claustrophobic,E
805,my kids ages 12 and 10 had a blast,age,I
806,it felt claustrophobic,claustrophobic,I
807,very long lines,queues,I
808,kind to my senior citizen mom,age,I
809,interest all the family,couples/family,I
810,dirty,hygiene,E
811,there were a lot of trash on the sand,hygiene,E
812,pretty clean too,hygiene,I
813,even with the number of people who were there,crowd,E
814,lovely range of food,food,I
815,beach is clean,hygiene,I
816,the workers were constantly cleaning and sweeping,hygiene,I
817,there were no real lines,queues,I
818,have minimal accommodations for the disabled,handicap,E
819,this limited what she could take part in,handicap,E
820,there was no modifications in most cases to accommodate the handicapped,handicap,E
821,museum had ramps or elevators,handicap,I
822,free for 12 under,age,I
823,were exciting enough for the eldest and,age,I
823,gentler rides were perfect for the youngest,age,I
824,you can expect to be there for goodness knows how long,queues,E
825,if you are claustrophobic you may have a tough time,claustrophobic,E
826,not cheap,price,E
827,due to the queue we decided against it,queues,E
828,good quality of food,food,I
828,numerous clean toilets,hygiene,I
829,due to the dense crowds,crowd,E
830,good day out for couples and families alike,couples/family,I
831,disabled and never have to use my wheelchair,handicap,I
832,however this night i have it,time/day/month,E
833,there were wheelchairs for loan,handicap,I
834,everyyhing was accessible for us,handicap,I
835,staff cant deal with huge crowds,crowd,E
836,pools were great fun for the 10,age,I
836,paddle boats were the fave of the 16,age,I
837,accomodate us just popping in with 5 children,age,I
838,very good restaurants,food,I
839,worth,price,E
840,rather claustrophobic tight spot,claustrophobic,E
841,food is average,food,E
842,wander around and catch up with family as there is plenty of time to chat,couples/family,I
843,restaurant had a good selection of food,food,I
844,a great activity to do with all,couples/family,I
845,cheap food for purchase,price,I
846,sort of place you want to be walking down with kids really,age,E
847,restaurants,food,I
848,parking is easy as there is plenty of it,parking,I
849,if you suffer from claustrophobia then maybe not for you,claustrophobic,E
850,without crowds of people,crowd,I
851,the park itself tends to feel a bit claustrophobic,claustrophobic,E
852,i did this also in my wheelchair,handicap,I
853,this area was very difficult to maneuver on your own,handicap,E
854,great food,food,I
855,the prices were pretty cheap,price,I
856,good for people watching if you are a couple,couples/family,I
857,thought it was overpriced,price,I
858,didnt feel claustrophobic,claustrophobic,I
859,prices were a bit high,price,E
860,i could not justify the price tag,price,E
861,kids enjoying the museum,age,I
862,impossible for elderly to get about,age,E
862,long queues,queues,E
863,astronomical price of food and beverages,price,E
864,line was really long so we passed,queues,E
865,family safe,couples/family,I
866,children can learn more about food and locally sourced produce and meats,age,I
867,can get claustrophobic,claustrophobic,E
868,food is mostly good,food,I
869,it is rather expensive,price,E
870,prices are high,price,E
871,nasa space camp for kids,age,I
872,as i am claustrophobic we wanted to miss out the dungeons,claustrophobic,E
873,the prices are fairly high,price,E
873,quality of much of the food is excellent,food,I
874,i recommend paying a visit on a friday,time/day/month,I
875,arriving at 9 is perfectly reasonable,time/day/month,I
876,there are lots of vegan options too,food,I
877,prices are higher,price,I
878,a very small price,price,I
879,the crowds are much lower,crowd,I
880,my teens love the coasters there,age,I
881,claustrophobic position,claustrophobic,E
882,really good day out with the family,couples/family,I
883,children enjoyed the animals,age,I
883,food was basic and over priced,food,E
884,there were couples carrying babies,age,I
885,terrific collection of restaurants,food,I
886,good for couples families,couples/family,I
887,the crowds have killed off the reef,crowd,E
888,got very claustrophobic,claustrophobic,E
889,enjoying it as a kid with my family,couples/family,I
890,no problem queuing,queues,I
892,not at all claustrophobic,claustrophobic,I
893,needed a right good clean,hygiene,E
894,wheelchairs were not allowed,handicap,E
895,warning to wheelchair users,handicap,E
895,provision of ramps here is half hearted,handicap,E
896,if you are claustrophobic then do not walk through these streets,claustrophobic,E
897,strongly advise against bringing children and toddlers,age,E
898,with poor ventilation,claustrophobic,E
899,but not very empathetic toward people struggling with stairs,handicap,E
900,drinks were expensive,price,E
901,have never had to wait in line for more than 45 min,queues,I
902,every roller coaster was at least a 2 hour wait,queues,E
903,lovely choice of food no traffic,food,I
903,little bit expensive to eat,price,E
904,walk the walls early evening,time/day/month,I
905,the card read is very expensive,price,I
906,main attractions are incredibly crowded,crowd,E
907,either free or inexpensive to go,price,I
910,parking is easy,parking,I
911,lots of reasonably priced eateries we had fabulous pizzas,food,I
912,the food was lovely,food,I
913,its a lot of money,price,I
914,disabled area,handicap,I
915,probably best to avoid if youre claustrophobic though,claustrophobic,E
916,both children loved,age,I
917,for the fish and chip shop were always long,queues,E
918,still good for very young children,age,I
919,elevators for the disabled or those with strollers are not well maintained,handicap,E
920,this is bad enough if you have an electric wheelchair,handicap,E
921,can you imagine the difficulty if you use a manual chair,handicap,E
922,winding long queues,queues,I
923,museum is free,price,I
925,had car seats for little kids,age,I
927,i suffer from a little claustrophobia so needed to come out a few times for some fresh air,claustrophobic,E
929,a bit pricey,price,E
930,like most things in iceland is expensive,price,E
931,parking can be another challenge,parking,E
932,but i felt a bit claustrophobic,claustrophobic,E
933,stall and stand is expensive,price,E
934,it was crowded but not too crowded,crowd,I
935,the food isnt too pricey,price,I
936,we had to wait in line for two hours,queues,E
937,it became quite claustrophobic,claustrophobic,E
938,waited 45 minutes just to pay for parking,parking,E
939,while waiting in long lines,queues,E
941,if you are even a little claustrophobic dont do it,claustrophobic,E
942,the crowds on the day that we were there were almost frightening in a claustrophobic way,claustrophobic,E
943,this museum is free,price,I
944,cheap,price,E
945,surprisingly not that crowded,crowd,I
946,the entire family enjoyed,couples/family,I
947,the queue started around 3kms back at entrance and we stood their for 9 hours,queues,E
948,but it is very very crowded,crowd,E
949,it is claustrophobic in parts,claustrophobic,E
950,found the prices very reasonable,price,I
951,dont feel at all claustrophobic,claustrophobic,I
952,plenty of parking,parking,I
953,the queues were very longwe,queues,I
954,the prices for food obviously high,price,E
955,there are long queues,queues,E
956,nice place to be for families with small kids,couples/family,I
957,price of food and entertainment are not cheap,food,E
958,lots of parking,parking,I
959,worth it for my family including 2 young girls,couples/family,I
960,long as you are not claustrophobic,claustrophobic,E
961,the crowds here were also larger,crowd,E
962,no elevators for people with mobility issues,handicap,E
963,if you are claustrophobic it might be an issue for you,claustrophobic,E
964,if you are in a wheelchair and want to visit the kennedy graves there is a shallow ramp up the righthand side,handicap,I
965,food was great,food,I
966,there is a place where couples can add their locks to the love area and take pics and be romantic,couples/family,I
967,kids and adults alike will enjoy,age,I
968,try to reach early,time/day/month,I
968,gets too crowded,crowd,E
969,resort has drastically raised the price,price,E
969,making it unaffordable,price,E
970,not to many people,crowd,I
971,nice for kids also,age,I
972,that can keep your kids entertained,age,I
973,lots of food choices,food,I
974,baby type kids that can work,age,I
975,i began to feel a little claustrophobic,claustrophobic,E
976,with much better cafe space and food choices,food,I
977,boat was clean,hygiene,I
978,quite high parking charges nearby,parking,E
979,i went there with my family and we had a great day,couples/family,I
980,youre going with family friends or even solo,couples/family,I
981,but not overly crowded,crowd,I
982,this proved quite expensive,price,E
983,it was the most expensive,price,E
985,parking 2 and entry 5 per adult were easy,parking,I
986,it wasnt cheap,price,E
987,lots of rides catering for children and families,couples/family,I
988,few hours of queueing time per character,queues,E
989,huge variety of restaurants food,food,I
989,lacking in choice for younger diners,age,E
990,ride the tram to the top if youre not claustrophobic,claustrophobic,E
991,were lined up for about 2 miles,queues,E
992,were no military or disability discounts available,handicap,E
993,one caveat is all the steps involved and the small stairways,handicap,E
994,many fine dining opportunities,food,I
995,a variety of food,food,I
996,buffet dinner is too crowded overpriced,food,E
996,food sectionquality were lacking,food,E
997,elevator ride is far too crowded,crowd,E
997,they will limit the number of riders if someone has bad claustrophobia,claustrophobic,I
998,food was very good,food,I
999,was a little pricey,price,E
1000,it was very busy packed,crowd,E
1001,assistance loading scooter along with other wheelchairs and,handicap,I
1002,costs much more money,handicap,E
1003,overpriced plasticine restaurant,price,E
1004,overpriced parking garage,price,E
1004,crowded strip,price,E
1005,fun to spend a rainey,time/day/month,I
1006,nice food,food,I
1007,is clean,hygiene,I
1008,prices are cheap,price,I
1009,immaculately clean,handicap,I
1010,entry fee was high,price,E
1011,bathroom line is long,queues,E
1012,because of the crowds it was over an hour wait in line,queues,E
1013,one woman from our tram refused to ride due to claustrophobia,claustrophobic,E
1014,prices were cheap,price,I
1015,food was slightly over priced,food,E
1016,snack bar expensive,price,E
1016,intriguing food cart,food,I
1017,lot of nice bars places to eat,food,I
1018,it was very popular and busy,crowd,E
1019,crowded london,crowd,E
1020,there are ample car parks,parking,I
1021,warning no elevators for people sitting upstairs and have difficulty climbing stairs,handicap,E
1022,good for kids 8 and up,age,I
1023,food selections unbelievable,food,I
1024,overpriced,price,E
1025,after waiting on line,queues,E
1025,wait on a line,queues,E
1025,wait on line,queues,E
1026,not for someone with claustrophobia,claustrophobic,E
1027,elderly family member unable to do the climb and with lifts broken,age,E
1028,the food was awesome,food,I
1029,so much to eat,food,I
1030,three of us are vegetarians and we had no problem with getting food,food,I
1031,were through both the checkin and breakfast lines within thirty minutes,queues,I
1032,the lines look and feel long but if you time yourself youll see they actually go super fast,queues,I
1033,this is a family,couples/family,I
1034,but you dont feel crowded,crowd,I
1035,parents of young kids you can take a stroller,age,I
1036,plenty of parking,parking,I
1037,clean,hygiene,I
1038,with good restaurants,food,I
1039,adults pushed children out of the way,age,E
1040,it is crowded,crowd,E
1041,overcrowded,crowd,E
1042,the shows were so crowded,crowd,E
1043,is not accessible to strollers,handicap,E
1044,due to high prices,price,E
1045,people are overpacked,crowd,E
1046,go to the market on monday or,time/day/month,I
1047,although very claustrophobic,claustrophobic,E
1048,the food was excellent,food,I
1049,fun place to go with family and kids,couples/family,I
1050,parking is easy,parking,I
1050,security lines are fast,queues,I
1051,on busy days its expensive,price,E
1052,mostly families,couples/family,I
1053,it does cost quite a bit of money,price,E
1054,water is a little dirty,hygiene,E
1056,all lines seemed to be 20 min or less,queues,I
1057,as they are screwing their guests on the prices of food,price,E
1058,the food was great,food,I
1059,mainly for my 6 year old son,age,I
1060,parking always a nightmare,parking,E
1061,range of food,food,I
1061,youll queue anywhere for ages,queues,E
1062,one of the best tastings,food,I
1063,not enough parking,parking,E
1064,except wheelchairs,handicap,E
1065,the one trail that says wheelchair accesible,handicap,I
1066,of the shops looked to be very expensive,price,E
1067,felt claustrophobic,claustrophobic,E
1068,did not see the big queues,queues,I
1069,the food delicious,food,I
1070,excellent event for family or a group of friends,couples/family,I
1071,no help for elderly people,age,E
1072,it is clean,hygiene,I
1073,toilets in shop dirty,hygiene,E
1074,i would not recommended this for babies,age,E
1075,terrible pathways for disabled people,handicap,E
1076,put your money in your pockets and go howletts if you have young children disabled people or older,age,E
1077,its crowded,crowd,E
1077,youre even the least bit claustrophobic you will not enjoy it,claustrophobic,E
1078,an outrageous price,price,E
1079,dont go if you get claustrophobic from crowds,claustrophobic,E
1080,plenty of activities for both kids and adults,age,I
1081,inexpensive,price,I
1082,makes a mockery of the advertisement about disabled people,handicap,E
1083,it is a nice outing for people traveling with families couples friends,couples/family,I
1084,albeit not cheaply,price,E
1084,the quality is good for a train,food,I
1084,just ok if this were not a train meal,food,E
1085,everything costs more than it should,price,E
1086,so the waits can be long during,queues,E
1087,there is almost nothing for the undercrowd to do at sfstl,crowd,E
1088,areas around the bathrooms reeked of urine,hygiene,E
1089,prices too were out of control,price,E
1090,lots of rides for the kids,age,I
1091,restaurants are pricey,price,E
1092,beach was packed on a sunday afternoon,time/day/month,E
1093,not cheap,price,E
1094,we turned up mid morning and there were only 34 people in the line,time/day/month,I
1095,felt a little claustrophobic,claustrophobic,E
1096,but its very busy and expensive,price,E
1097,kids also loved the goat,age,I
1098,a very kid friendly zoo,age,I
1099,prices reasonable and food decent,price,I
1100,its rides are all ada accessible,handicap,I
1101,they help accommodate you getting on the ride,handicap,I
1102,this is my kids favorite park,age,I
1103,i would even recommend it for other families,couples/family,I
1104,it was crazy busy,crowd,E
1105,everything is expensive,price,E
1106,it wasnt child friendly,age,E
1107,long lines to the bathroom,queues,E
1108,nasty bathroom,hygiene,E
1109,handicapped people barely able to walk were pushed up the stairs,handicap,E
1110,no ramp offered,handicap,E
1111,this is not a place i would recommend for young couples,couples/family,E
1111,is likely extortionately priced,price,E
1112,there is great selection of food,food,I
1112,many young people go here,age,I
1113,i wouldnt recommend it for young children,age,E
1114,the park was clean,hygiene,I
1115,no wait to get onto a tour as we arrived at,queues,I
1116,was super crowded,crowd,E
1117,waiting lines were not bad at all,queues,I
1118,we had to rent a wheelchair for my teenager daughter,handicap,I
1119,always very clean,hygiene,I
1120,for sure they need more handicap parking spaces,handicap,E
1121,though a bit crowded being peak tourism season,crowd,E
1122,it is so nice not to feel claustrophobic,claustrophobic,I
1123,also so not so good for claustrophobic,claustrophobic,E
1124,still the best place for kids,age,I
1125,the room was clean,hygiene,I
1126,meals were good and you had a reasonable choice of meals,food,I
1128,2 kids in tow,age,E
1129,it was the highlight of our family vacation,couples/family,I
1130,have a tasty place to eat or grab a beverage even beer,food,I
1131,like the hula hoop contest for young and old,age,I
1132,the only real drawback is paying 20 to park,price,E
1133,it was a little busy,crowd,E
1133,all the children enjoyed the hour,age,I
1134,there was a very long queue for equipment,queues,E
1135,a great tip for all the family,couples/family,I
1136,the attractions and rides suit old and young alike,age,I
1137,clean enclosures,hygiene,I
1139,was also a little claustrophobic,claustrophobic,E
1140,our son 4years old was really excited and had an awesome time,age,I
1141,i had a fantastic time with family,couples/family,I
1142,parking is convenient,parking,I
1143,cost is acceptable,price,I
1144,highly recommend visiting the acropolis in the early evening to beat some of the crowds and most of the heat,time/day/month,I
1145,if the weather is decent meaning not pouring down with thunderstorms then i would recommend doing this hike,time/day/month,E
1146,not a place for very young children though,age,E
1147,cafe is quite expensive,price,E
1148,it was quite an expensive outing,price,E
1149,its expensive,price,E
1150,its very expensive 80,price,E
1152,so no food,food,E
1153,which was awesome for me and our teenager,age,I
1154,there wasnt much lines,queues,I
1155,tickets snacks drinks and food are all reasonable priced,price,I
1156,the staff went out of their way to assist me and make this happen,handicap,I
1157,they even carried me into and out of the water,handicap,I
1158,first of all if you are thinking of taking young kids its not fun,age,E
1159,dark claustrophobic conditions,claustrophobic,E
1161,it was extremely busy so may people at this attraction,crowd,E
1163,it was pretty busy,crowd,E
1164,only part that was slightly annoying was trying to find parking,parking,E
1165,im not sure if they offer handicap parking anywhere,handicap,E
1165,this might be an issue for people with mobility issues,handicap,E
1166,large volumes of visitors,crowd,E
1167,the fences make it claustrophobic,claustrophobic,E
1168,tatty and just plain dirty,hygiene,E
1169,because its so busy,crowd,E
1170,spotlessly clean,hygiene,I
1171,one of the most expensive shops i have ever been in,price,E
1172,yes it was pricey,price,E
1172,but the selection was amazing,food,I
1173,queues at check in were horrendous,queues,E
1174,almost becoming slightly claustrophobic panicky,claustrophobic,E
1175,only negatives were a too many people,crowd,E
1176,the place was clean,hygiene,I
1177,very interactive for kids,age,I
1178,might not be overly fun or enticing for bigger kids,age,E
1179,but mostly the park will appeal to younger children,age,I
1180,the food was even surprisingly good,food,I
1180,high prices,price,E
1181,pricey but very good,price,I
1182,even for kids,age,I
1183,this beach is super crowdy,crowd,E
1184,couldnt do the boat trip as he gets claustrophobic,claustrophobic,E
1185,the cafe was very nice sandwiches and cakes where nice,food,I
1186,you can see it so very cheaply,price,I
1188,we have a 9 year old son in a wheelchair from the minute we drove in parking to getting our carers ticket was so easy,handicap,I
1189,able to access every ride except 1 with our disable child,handicap,I
1190,would recommend all families with young children to spend a day at this place,age,I
1191,children loved it too,age,I
1192,couldnt believe the lines of people,queues,E
1193,made it a bit of fun for the kids,age,I
1193,sheer volume of people that head to the palace,crowd,E
1194,no queues,queues,I
1195,despite being more expensive,price,E
1196,limited selection of sandwiches and not fresh by any means,food,E
1197,also a treat for any child is seeing santas reindeer,age,I
1198,it was over crowded and there were big queues for everything,queues,E
1199,it is so over crowded,crowd,E
1200,it was very claustrophobic,claustrophobic,E
1201,terminal itself is very ugly and dreary,hygiene,E
1202,rather expensive prices,price,E
1203,articles of high priced well known brands,price,E
1204,the crowds were in full force,crowd,E
1205,the tour buses were packed solid,crowd,E
1206,8 park fee wasnt much more than other beaches meter parking,price,I
1207,easy parking,parking,I
1208,it can feel a little claustrophobic,claustrophobic,E
1210,was no queue,queues,I
1211,we did not have to queue much,queues,I
1212,the teens loved both beaches,age,I
1213,but the prices are high,price,E
1214,place is claustrophobic,claustrophobic,E
1215,it was just too busy,crowd,E
1216,there was a long wait in the restaurants,queues,E
1216,food was really nice though and big portions,food,I
1217,a little bit over priced,price,E
1218,eat good and cheap,food,I
1219,zoo is clean,hygiene,I
1220,food out lets were,food,I
1220,a good selection off food and,food,I
1221,i feel it was high,price,E
1222,definitely not for the claustrophobic,claustrophobic,I
1223,this one parking could be a,parking,E
1224,it is quite busy,crowd,E
1224,there are always queues in front of the top brands,queues,E
1225,food was nice too,food,I
1225,would recommend this for families,couples/family,I
1226,so so much more squeezed in this space,crowd,E
1227,if you are claustrophobic or not a fan of big crowds perhaps you would think i twice about coming here as it is very busy,claustrophobic,E
1228,but a little claustrophobic,claustrophobic,E
1229,the day ends up being very expensive,price,E
1230,lots of people,crowd,E
1231,if you are claustrophobic this place is not for you,claustrophobic,E
1232,particularly good for families,couples/family,E
1233,it was fairly expensive,price,E
1234,me being retired military disabled we recieved a nice discount,handicap,I
1235,the queues were slightly smaller,queues,I
1236,looked very claustrophobic,claustrophobic,E
1237,the food was bland and,food,E
1238,great for kids,age,I
1238,informative for all ages,age,I
1239,i felt very claustrophobic,claustrophobic,E
1240,not great for buggies or the elderly either,age,E
1241,making it very crowded,crowd,E
1241,claustrophobic for the thousands of folks,claustrophobic,E
1242,it was very crowded,crowd,E
1243,the crowds detracted from my experience,crowd,E
1244,almost claustrophobic with the crowds,claustrophobic,E
1245,but it was annoying on account of the crowds,crowd,E
1246,how amazing it is for little kids,age,I
1247,including those for toddlers,age,I
1248,perfect for little ones,age,I
1250,worth every cent for families couples,couples/family,I
1251,vastly overpriced for what you got,price,E
1252,boating lake area was quite busy,crowd,E
1253,the grounds are immense beautiful clean,hygiene,I
1254,beach was very crowded,crowd,E
1255,just too crowded it felt a bit claustrophobic,claustrophobic,E
1256,plenty of parking spaces in the deck,parking,I
1257,food and on board entertainment more then made up for this,food,I
1258,long queues for security and,queues,E
1259,the island is busy though,crowd,E
1260,very crowded with thousands of tourists,crowd,E
1261,hot and crowded,crowd,E
1262,there were a crowd of people,crowd,E
1263,be wary of crowds,crowd,E
1264,all of them expensive,price,E
1265,its very clean,hygiene,I
1266,since she has bad knees we were very aware we couldnt possibly visit it all,handicap,E
1267,have many visitors,crowd,E
1267,three blooks line,queues,E
1268,the facility is crowded,crowd,E
1269,there will be lines at every venue,queues,E
1270,entry seems a little pricey,price,E
1271,the food and beverages are priced too high,food,E
1272,good selection of hot food,food,I
1273,very poor state of the young childrens play area,age,E
1274,beware there are stairs with no elevators in some parts of the theatre,handicap,E
1275,the rides are so crowded now,crowd,E
1276,not enough food options either,food,E
1276,you will wait in a long line,queues,E
1277,very family friendly,couples/family,I
1278,for families with small kids,couples/family,I
1279,a bit creepy for younger or sensitive people,age,E
1280,the food try the she crab soup was delicious,food,I
1281,but can be expensive,price,E
1282,lovely place to take the family,couples/family,I
1282,there is a good playground for them,age,I
1283,really expensive for what it is,price,E
1284,it did feel quite claustrophobic,claustrophobic,E
1285,the kids did seem to enjoy it,age,I
1286,one didnt feel claustrophobic,claustrophobic,I
1287,everyone youngest to oldest in our group loved this part of the trip the most,age,I
1288,the coffee in the beanery was great,food,I
1289,felt claustrophobic,claustrophobic,E
1290,our kids really enjoyed their first visit,age,I
1291,parking though busy,parking,E
1292,endless supply of food can be had,food,I
1293,the prices for drinks food are not bad at all,food,I
1294,a family can still afford to eat here,price,I
1295,the food was excellent,food,I
1297,the beer and food were excellent,food,I
1298,being a claustrophobic experience,claustrophobic,E
1299,great for familys,couples/family,I
1300,wheelchairs to rent,handicap,I
1301,not a good place if you suffer from claustrophobia,claustrophobic,E
1302,great play area for kids chains,age,I
1302,restaurants to eat,food,I
1303,you just have to be patient for parking,parking,E
1304,one would feel almost claustrophobic,claustrophobic,E
1305,the crowds were huge,crowd,E
1306,theres a rides for children,age,I
1307,expensive,price,E
1308,foods can be expensive,food,E
1309,love the food there very good for family gathering,couples/family,I
1310,my kids enjoyed the trip,age,I
1311,helping them too and from their seats and wheelchairs,handicap,I
1312,bus handicapped accessible,handicap,I
1313,you can even rent a stroller or wheelchair,handicap,I
1314,its less crowded,crowd,I
1315,due to crowding,crowd,E
1316,the buffet food was nothing special,food,E
1317,the food arranged was also very good,food,I
1318,the season pass is very cheap,price,I
1319,unless you have car seats or a handicap person,handicap,I
1320,its reasonably priced,price,I
1320,small children loved the tram,age,I
1321,if you have kids or a handicapped family member this place would accommodate them,handicap,I
1322,for families friends and couples,couples/family,I
1323,treated to an uncrowded almost traffic free visit,crowd,I
1324,even with a wheelchair or stroller,handicap,I
1325,disabled catered,handicap,I
1326,dirty toiletlong queues for fast food restaurants,hygiene,E
1327,expensive restaurants,price,E
1327,were not impressed at all with service and quality of food,food,E
1328,may not be worth the family price,price,E
1329,that area was jam packed,crowd,E
1330,i am claustrophobic and it was hot,claustrophobic,E
1331,dinner was meh,food,E
1332,to expensive not for the low cost holiday,price,E
1333,especially younger kids,age,E
1334,family friendly show,couples/family,I
1334,cry room for fussy children,age,I
1335,you get claustrophobic sit far back,claustrophobic,E
1336,it was fitlthy and disgusting,hygiene,E
1337,trash cans were overflowing,hygiene,E
1337,restrooms were often porta potties,hygiene,E
1338,great for groups couples,couples/family,I
1339,bought expensive tickets,price,E
1340,quite claustrophobic,claustrophobic,E
1341,long lineup,queues,E
1342,loads of space no long queues,queues,I
1343,this is family friendly and handicap accessible,couples/family,I
1344,no alcoholic drinks are sold,food,E
1345,buffet is excellent,food,I
1346,the steak was perfect,food,I
1347,everything was easily accessible,handicap,I
1348,he loved the playground,age,I
1349,very good and lovely food,food,I
1350,if youre claustrophobic this is not the place for you,claustrophobic,E
1351,loads of kids,age,I
1352,not suitable for buggies wheelchairs,handicap,E
1353,would recommend it for all ages,age,I
1354,the streets were crowded,crowd,E
1354,bars were filled to capacity,crowd,E
1356,i was one of the oldest,age,E
1357,260 for 4 people is extortionate,price,E
1358,its very small and crowded,crowd,E
1359,due to the massive crowds,crowd,E
1360,for claustrophobes like me it was a bit much,claustrophobic,E
1361,with probably 3040 minutes queues on each ride which was not to bad,queues,I
1362,every queue was far to long we even had to queue for 25 minutes to get a cold drink,queues,E
1363,when you have a 5 and 7 year old the queues ruin the day,age,E
1364,kids liked it,age,I
1365,one rollercoaster we queued for 1 hour 40 mins,queues,E
1366,the crowds for about an hour,crowd,E
1367,it was fairly quiet which was a pleasant surprise,crowd,I
1368,you can bring your friends and family back all year long,couples/family,I
1369,simply too expensive,price,E
1370,they have a childrens area,age,I
1371,must take a long a family member,couples/family,I
1372,family friendly shopping experience,couples/family,I
1372,toys store for kids as well,age,I
1372,the smells from the restaurants are delectable,food,I
1373,my teenagers liked this tour more than me,age,I
1375,it may be too much to pay if you are taking the family,couples/family,E
1376,you may not enjoy as much in a packed,crowd,E
1377,plenty of food and drink available,food,I
1378,this visit was unpleasant due to the sheer numbers of people crammed into what is mostly very confined viewing areas,crowd,E
1379,children were getting separated from their careers it was very hot and claustrophobic,age,E
1380,crazy fun for grandparents and 16 yr old,age,I
1381,especially for little ones,age,E
1382,parking midweek in early june was not an issue,parking,I
1383,the actors were very considerate towards the children,age,I
1384,the bar prices and concession stalls rob you blind,price,E
1385,the beach was not crowded,crowd,I
1386,parking was a dream,parking,I
1387,this location also has parking,parking,I
1388,very high priced,price,E
1389,great location for the family and couples,couples/family,I
1389,great food,food,I
1390,they are really accomodating to claustrophobic mobility restricted,handicap,I
1391,i thought they were expensive,price,I
1392,everything was so accessible,handicap,I
1393,not very many queues,queues,I
1393,good chice of rides for our family aged from 2 to 9 plus adults,age,I
1394,would recommend to any family,couples/family,I
1395,highly recommend this to anyone with kids,age,I
1396,food was ok not great,food,E
1396,loads of places to eat,food,I
1396,it was over priced,price,E
1396,lack of a cueing system for people,queues,E
1397,if you are claustrophobic i dont recommend going inside,claustrophobic,E
1398,this is not a place for families with children,age,E
1399,touring with a disabled person is always a challenge but the staff made everything so easy,handicap,I
1400,if you are looking for a place to take the young kids for an hour or two out of the rain its a must,age,I
1401,security pushing children crying children,age,E
1402,food in this park for us is the best on disney property,food,I
1403,excellent holiday foods,food,I
1404,the food is amazingly delicious,food,I
1405,had no issues with crowds,crowd,I
1406,crowds were minimal,crowd,I
1407,no bus crowds down,crowd,I
1408,who waited in long lines and saw a crowded venue,queues,E
1409,its overcrowded by boats and people,crowd,E
1410,that made it less claustrophobic,claustrophobic,I
1411,these activities were fun for the kids,age,I
1412,at a good prize,price,I
1413,but the line moved quickly,queues,I
1414,despite the crowds of selfie obsessives,crowd,E
1415,to avoid the worst of the crowds arrive early,time/day/month,I
1416,both young and old,age,I
1417,it would be very expensive but its not,price,I
1419,it never ever felt crowded or over busy,crowd,I
1420,there were plenty families around as there are a couple of play areas,couples/family,I
1421,i looked into the cafe saw the queue and walked away,queues,E
1422,there is always a queue in my experience,queues,E
1423,the price of a family ticket was a pleasant surprise,price,I
1424,pushing a wheelchair or nan loaded baby buggy will wear you out,handicap,E
1425,bought food at the discouvery zone absolute rubbish,food,I
1425,manky chees and cheap and nasty burger,food,E
1426,we went in the evening and so avoided the queues,time/day/month,I
